reference,genome,iterations,position,identity
KM201334,1tbs-13tbs,"1,000",16391,1
KM201334,1tbs-13tbs,"1,000",16392,1
KM201334,1tbs-13tbs,"1,000",16393,1
KM201334,1tbs-13tbs,"1,000",16394,1
KM201334,1tbs-13tbs,"1,000",16395,1
KM201334,1tbs-13tbs,"1,000",16396,1
KM201334,1tbs-13tbs,"1,000",16397,0.846153855
KM201334,1tbs-13tbs,"1,000",16398,0.846153855
KM201334,1tbs-13tbs,"1,000",16399,1
KM201334,1tbs-13tbs,"1,000",16400,1
KM201334,1tbs-13tbs,"1,000",16401,1
KM201334,1tbs-13tbs,"1,000",16402,1
KM201334,1tbs-13tbs,"1,000",16403,1
KM201334,1tbs-13tbs,"1,000",16404,1
KM201334,1tbs-13tbs,"1,000",16405,1
KM201334,1tbs-13tbs,"1,000",16406,0.717948735
KM201334,1tbs-13tbs,"1,000",16407,0.846153855
KM201334,1tbs-13tbs,"1,000",16408,0.487179488
KM201334,1tbs-13tbs,"1,000",16409,1
KM201334,1tbs-13tbs,"1,000",16410,1
KM201334,1tbs-13tbs,"1,000",16411,1
KM201334,1tbs-13tbs,"1,000",16412,1
KM201334,1tbs-13tbs,"1,000",16413,1
KM201334,1tbs-13tbs,"1,000",16414,1
KM201334,1tbs-13tbs,"1,000",16415,1
KM201334,1tbs-13tbs,"1,000",16416,1
KM201334,1tbs-13tbs,"1,000",16417,1
KM201334,1tbs-13tbs,"1,000",16418,1
KM201334,1tbs-13tbs,"1,000",16419,1
KM201334,1tbs-13tbs,"1,000",16420,1
KM201334,1tbs-13tbs,"1,000",16421,1
KM201334,1tbs-13tbs,"1,000",16422,1
KM201334,1tbs-13tbs,"1,000",16423,1
KM201334,1tbs-13tbs,"1,000",16424,1
KM201334,1tbs-13tbs,"1,000",16425,1
KM201334,1tbs-13tbs,"1,000",16426,1
KM201334,1tbs-13tbs,"1,000",16427,1
KM201334,1tbs-13tbs,"1,000",16428,1
KM201334,1tbs-13tbs,"1,000",16429,1
KM201334,1tbs-13tbs,"1,000",16430,1
KM201334,1tbs-13tbs,"1,000",16431,1
KM201334,1tbs-13tbs,"1,000",16432,1
KM201334,1tbs-13tbs,"1,000",16433,1
KM201334,1tbs-13tbs,"1,000",16434,1
KM201334,1tbs-13tbs,"1,000",16435,1
KM201334,1tbs-13tbs,"1,000",16436,1
KM201334,1tbs-13tbs,"1,000",16437,1
KM201334,1tbs-13tbs,"1,000",16438,1
KM201334,1tbs-13tbs,"1,000",16439,0.846153855
KM201334,1tbs-13tbs,"1,000",16440,1
KM201334,1tbs-13tbs,"1,000",16441,1
KM201334,1tbs-13tbs,"1,000",16442,1
KM201334,1tbs-13tbs,"1,000",16443,1
KM201334,1tbs-13tbs,"1,000",16444,1
KM201334,1tbs-13tbs,"1,000",16445,1
KM201334,1tbs-13tbs,"1,000",16446,1
KM201334,1tbs-13tbs,"1,000",16447,1
KM201334,1tbs-13tbs,"1,000",16448,1
KM201334,1tbs-13tbs,"1,000",16449,1
KM201334,1tbs-13tbs,"1,000",16450,1
KM201334,1tbs-13tbs,"1,000",16451,1
KM201334,1tbs-13tbs,"1,000",16452,1
KM201334,1tbs-13tbs,"1,000",16453,1
KM201334,1tbs-13tbs,"1,000",16454,1
KM201334,1tbs-13tbs,"1,000",16455,1
KM201334,1tbs-13tbs,"1,000",16456,1
KM201334,1tbs-13tbs,"1,000",16457,1
KM201334,1tbs-13tbs,"1,000",16460,1
KM201334,1tbs-13tbs,"1,000",16461,1
KM201334,1tbs-13tbs,"1,000",16462,1
KM201334,1tbs-13tbs,"1,000",16463,1
KM201334,1tbs-13tbs,"1,000",16464,1
KM201334,1tbs-13tbs,"1,000",16465,1
KM201334,1tbs-13tbs,"1,000",16466,1
KM201334,1tbs-13tbs,"1,000",16467,0.411764711
KM201334,1tbs-13tbs,"1,000",16468,1
KM201334,1tbs-13tbs,"1,000",16469,1
KM201334,1tbs-13tbs,"1,000",16470,1
KM201334,1tbs-13tbs,"1,000",16471,1
KM201334,1tbs-13tbs,"1,000",16472,1
KM201334,1tbs-13tbs,"1,000",16473,1
KM201334,1tbs-13tbs,"1,000",16474,1
KM201334,1tbs-13tbs,"1,000",16475,1
KM201334,1tbs-13tbs,"1,000",16476,1
KM201334,1tbs-13tbs,"1,000",16477,1
KM201334,1tbs-13tbs,"1,000",16478,1
KM201334,1tbs-13tbs,"1,000",16479,1
KM201334,1tbs-13tbs,"1,000",16480,1
KM201334,1tbs-13tbs,"1,000",16481,1
KM201334,1tbs-13tbs,"1,000",16482,1
KM201334,1tbs-13tbs,"1,000",16483,1
KM201334,1tbs-13tbs,"1,000",16484,1
KM201334,1tbs-13tbs,"1,000",16485,1
KM201334,1tbs-13tbs,"1,000",16486,1
KM201334,1tbs-13tbs,"1,000",16487,1
KM201334,1tbs-13tbs,"1,000",16488,1
KM201334,1tbs-13tbs,"1,000",16489,1
KM201334,1tbs-13tbs,"1,000",16490,1
KM201334,1tbs-13tbs,"1,000",16491,1
KM201334,1tbs-13tbs,"1,000",16492,1
KM201334,1tbs-13tbs,"1,000",16493,1
KM201334,1tbs-13tbs,"1,000",16494,1
KM201334,1tbs-13tbs,"1,000",16495,1
KM201334,1tbs-13tbs,"1,000",16496,1
KM201334,1tbs-13tbs,"1,000",16497,1
KM201334,1tbs-13tbs,"1,000",16498,1
KM201334,1tbs-13tbs,"1,000",16499,1
KM201334,1tbs-13tbs,"1,000",16500,1
KM201334,1tbs-13tbs,"1,000",16501,1
KM201334,1tbs-13tbs,"1,000",16502,1
KM201334,1tbs-13tbs,"1,000",16503,0.846153855
KM201334,1tbs-13tbs,"1,000",16504,1
KM201334,1tbs-13tbs,"1,000",16505,1
KM201334,1tbs-13tbs,"1,000",16506,1
KM201334,1tbs-13tbs,"1,000",16507,1
KM201334,1tbs-13tbs,"1,000",16508,1
KM201334,1tbs-13tbs,"1,000",16509,1
KM201334,1tbs-13tbs,"1,000",16510,1
KM201334,1tbs-13tbs,"1,000",16511,1
KM201334,1tbs-13tbs,"1,000",16512,1
KM201334,1tbs-13tbs,"1,000",16513,1
KM201334,1tbs-13tbs,"1,000",16514,1
KM201334,1tbs-13tbs,"1,000",16515,1
KM201334,1tbs-13tbs,"1,000",16516,1
KM201334,1tbs-13tbs,"1,000",16517,1
KM201334,1tbs-13tbs,"1,000",16518,1
KM201334,1tbs-13tbs,"1,000",16519,1
KM201334,1tbs-13tbs,"1,000",16520,1
KM201334,1tbs-13tbs,"1,000",16521,1
KM201334,1tbs-13tbs,"1,000",16522,1
KM201334,1tbs-13tbs,"1,000",16523,1
KM201334,1tbs-13tbs,"1,000",16524,1
KM201334,1tbs-13tbs,"1,000",16525,1
KM201334,1tbs-13tbs,"1,000",16526,1
KM201334,1tbs-13tbs,"1,000",16527,1
KM201334,1tbs-13tbs,"1,000",16528,1
KM201334,1tbs-13tbs,"1,000",16529,1
KM201334,1tbs-13tbs,"1,000",16530,1
KM201334,1tbs-13tbs,"1,000",16531,1
KM201334,1tbs-13tbs,"1,000",16532,1
KM201334,1tbs-13tbs,"1,000",16533,1
KM201334,1tbs-13tbs,"1,000",16534,1
KM201334,1tbs-13tbs,"1,000",16535,1
KM201334,1tbs-13tbs,"1,000",16536,1
KM201334,1tbs-13tbs,"1,000",16537,1
KM201334,1tbs-13tbs,"1,000",16538,1
KM201334,1tbs-13tbs,"1,000",16539,1
KM201334,1tbs-13tbs,"1,000",16540,1
KM201334,1tbs-13tbs,"1,000",16541,1
KM201334,1tbs-13tbs,"1,000",16542,1
KM201334,1tbs-13tbs,"1,000",16543,1
KM201334,1tbs-13tbs,"1,000",16544,1
KM201334,1tbs-13tbs,"1,000",16545,1
KM201334,1tbs-13tbs,"1,000",16546,1
KM201334,1tbs-13tbs,"1,000",16547,1
KM201334,1tbs-13tbs,"1,000",16548,1
KM201334,1tbs-13tbs,"1,000",16549,1
KM201334,1tbs-13tbs,"1,000",16550,1
KM201334,1tbs-13tbs,"1,000",16551,1
KM201334,1tbs-13tbs,"1,000",16552,1
KM201334,1tbs-13tbs,"1,000",16553,1
KM201334,1tbs-13tbs,"1,000",16554,1
KM201334,1tbs-13tbs,"1,000",16555,1
KM201334,1tbs-13tbs,"1,000",16556,1
KM201334,1tbs-13tbs,"1,000",16557,1
KM201334,1tbs-13tbs,"1,000",16558,1
KM201334,1tbs-13tbs,"1,000",16559,1
KM201334,1tbs-13tbs,"1,000",16560,1
KM201334,1tbs-13tbs,"1,000",16561,1
KM201334,1tbs-13tbs,"1,000",16562,1
KM201334,1tbs-13tbs,"1,000",16563,1
KM201334,1tbs-13tbs,"1,000",16564,1
KM201334,1tbs-13tbs,"1,000",16565,1
KM201334,1tbs-13tbs,"1,000",16566,1
KM201334,1tbs-13tbs,"1,000",16567,1
KM201334,1tbs-13tbs,"1,000",16568,1
KM201334,1tbs-13tbs,"1,000",16569,0.846153855
KM201334,1tbs-13tbs,"1,000",16570,1
KM201334,1tbs-13tbs,"1,000",16571,1
KM201334,1tbs-13tbs,"1,000",16572,1
KM201334,1tbs-13tbs,"1,000",16573,1
KM201334,1tbs-13tbs,"1,000",16574,1
KM201334,1tbs-13tbs,"1,000",16575,1
KM201334,1tbs-13tbs,"1,000",16576,1
KM201334,1tbs-13tbs,"1,000",16577,1
KM201334,1tbs-13tbs,"1,000",16578,1
KM201334,1tbs-13tbs,"1,000",16579,1
KM201334,1tbs-13tbs,"1,000",16580,1
KM201334,1tbs-13tbs,"1,000",16581,1
KM201334,1tbs-13tbs,"1,000",16582,1
KM201334,1tbs-13tbs,"1,000",16583,1
KM201334,1tbs-13tbs,"1,000",16584,1
KM201334,1tbs-13tbs,"1,000",16585,1
KM201334,1tbs-13tbs,"1,000",16586,1
KM201334,1tbs-13tbs,"1,000",16587,1
KM201334,1tbs-13tbs,"1,000",16588,1
KM201334,1tbs-13tbs,"1,000",16589,1
KM201334,1tbs-13tbs,"1,000",16590,1
KM201334,1tbs-13tbs,"1,000",16591,1
KM201334,1tbs-13tbs,"1,000",16592,1
KM201334,1tbs-13tbs,"1,000",16593,1
KM201334,1tbs-13tbs,"1,000",16594,1
KM201334,1tbs-13tbs,"1,000",16595,1
