reference,genome,iterations,position,identity
KM201334,1tbs-13tbs,"1,000",65,1
KM201334,1tbs-13tbs,"1,000",66,1
KM201334,1tbs-13tbs,"1,000",67,1
KM201334,1tbs-13tbs,"1,000",68,1
KM201334,1tbs-13tbs,"1,000",69,1
KM201334,1tbs-13tbs,"1,000",70,1
KM201334,1tbs-13tbs,"1,000",71,1
KM201334,1tbs-13tbs,"1,000",72,1
KM201334,1tbs-13tbs,"1,000",73,1
KM201334,1tbs-13tbs,"1,000",74,1
KM201334,1tbs-13tbs,"1,000",75,1
KM201334,1tbs-13tbs,"1,000",76,1
KM201334,1tbs-13tbs,"1,000",77,1
KM201334,1tbs-13tbs,"1,000",78,1
KM201334,1tbs-13tbs,"1,000",79,1
KM201334,1tbs-13tbs,"1,000",80,1
KM201334,1tbs-13tbs,"1,000",81,1
KM201334,1tbs-13tbs,"1,000",82,1
KM201334,1tbs-13tbs,"1,000",83,1
KM201334,1tbs-13tbs,"1,000",84,1
KM201334,1tbs-13tbs,"1,000",85,1
KM201334,1tbs-13tbs,"1,000",86,1
KM201334,1tbs-13tbs,"1,000",87,1
KM201334,1tbs-13tbs,"1,000",88,1
KM201334,1tbs-13tbs,"1,000",89,1
KM201334,1tbs-13tbs,"1,000",90,1
KM201334,1tbs-13tbs,"1,000",91,1
KM201334,1tbs-13tbs,"1,000",92,1
KM201334,1tbs-13tbs,"1,000",93,1
KM201334,1tbs-13tbs,"1,000",94,1
KM201334,1tbs-13tbs,"1,000",95,1
KM201334,1tbs-13tbs,"1,000",96,1
KM201334,1tbs-13tbs,"1,000",97,1
KM201334,1tbs-13tbs,"1,000",98,1
KM201334,1tbs-13tbs,"1,000",99,1
KM201334,1tbs-13tbs,"1,000",100,1
KM201334,1tbs-13tbs,"1,000",101,1
KM201334,1tbs-13tbs,"1,000",102,1
KM201334,1tbs-13tbs,"1,000",103,1
KM201334,1tbs-13tbs,"1,000",104,1
KM201334,1tbs-13tbs,"1,000",105,1
KM201334,1tbs-13tbs,"1,000",106,1
KM201334,1tbs-13tbs,"1,000",107,1
KM201334,1tbs-13tbs,"1,000",108,1
KM201334,1tbs-13tbs,"1,000",109,1
KM201334,1tbs-13tbs,"1,000",110,1
KM201334,1tbs-13tbs,"1,000",111,1
KM201334,1tbs-13tbs,"1,000",112,1
KM201334,1tbs-13tbs,"1,000",113,1
KM201334,1tbs-13tbs,"1,000",114,1
KM201334,1tbs-13tbs,"1,000",115,1
KM201334,1tbs-13tbs,"1,000",116,1
KM201334,1tbs-13tbs,"1,000",117,1
KM201334,1tbs-13tbs,"1,000",118,1
KM201334,1tbs-13tbs,"1,000",119,1
KM201334,1tbs-13tbs,"1,000",120,1
KM201334,1tbs-13tbs,"1,000",121,1
KM201334,1tbs-13tbs,"1,000",122,1
KM201334,1tbs-13tbs,"1,000",123,1
KM201334,1tbs-13tbs,"1,000",124,1
KM201334,1tbs-13tbs,"1,000",125,1
KM201334,1tbs-13tbs,"1,000",126,1
KM201334,1tbs-13tbs,"1,000",127,1
KM201334,1tbs-13tbs,"1,000",128,1
KM201334,1tbs-13tbs,"1,000",129,1
KM201334,1tbs-13tbs,"1,000",130,1
KM201334,1tbs-13tbs,"1,000",131,1
KM201334,1tbs-13tbs,"1,000",132,1
KM201334,1tbs-13tbs,"1,000",133,1
KM201334,1tbs-13tbs,"1,000",134,1
KM201334,1tbs-13tbs,"1,000",135,1
KM201334,1tbs-13tbs,"1,000",136,1
KM201334,1tbs-13tbs,"1,000",137,1
KM201334,1tbs-13tbs,"1,000",138,1
KM201334,1tbs-13tbs,"1,000",139,1
KM201334,1tbs-13tbs,"1,000",140,1
KM201334,1tbs-13tbs,"1,000",141,1
KM201334,1tbs-13tbs,"1,000",142,1
KM201334,1tbs-13tbs,"1,000",143,1
KM201334,1tbs-13tbs,"1,000",144,1
KM201334,1tbs-13tbs,"1,000",145,1
KM201334,1tbs-13tbs,"1,000",146,1
KM201334,1tbs-13tbs,"1,000",147,1
KM201334,1tbs-13tbs,"1,000",148,1
KM201334,1tbs-13tbs,"1,000",149,1
KM201334,1tbs-13tbs,"1,000",150,1
KM201334,1tbs-13tbs,"1,000",151,1
KM201334,1tbs-13tbs,"1,000",152,1
KM201334,1tbs-13tbs,"1,000",153,1
KM201334,1tbs-13tbs,"1,000",154,1
KM201334,1tbs-13tbs,"1,000",155,1
KM201334,1tbs-13tbs,"1,000",156,1
KM201334,1tbs-13tbs,"1,000",157,1
KM201334,1tbs-13tbs,"1,000",158,1
KM201334,1tbs-13tbs,"1,000",159,1
KM201334,1tbs-13tbs,"1,000",160,1
KM201334,1tbs-13tbs,"1,000",161,1
KM201334,1tbs-13tbs,"1,000",162,1
KM201334,1tbs-13tbs,"1,000",163,1
KM201334,1tbs-13tbs,"1,000",164,1
KM201334,1tbs-13tbs,"1,000",165,1
KM201334,1tbs-13tbs,"1,000",166,1
KM201334,1tbs-13tbs,"1,000",167,1
KM201334,1tbs-13tbs,"1,000",168,1
KM201334,1tbs-13tbs,"1,000",169,1
KM201334,1tbs-13tbs,"1,000",170,1
KM201334,1tbs-13tbs,"1,000",171,1
KM201334,1tbs-13tbs,"1,000",172,1
KM201334,1tbs-13tbs,"1,000",173,1
KM201334,1tbs-13tbs,"1,000",174,1
KM201334,1tbs-13tbs,"1,000",175,1
KM201334,1tbs-13tbs,"1,000",176,1
KM201334,1tbs-13tbs,"1,000",177,1
KM201334,1tbs-13tbs,"1,000",178,1
KM201334,1tbs-13tbs,"1,000",179,1
KM201334,1tbs-13tbs,"1,000",180,1
KM201334,1tbs-13tbs,"1,000",181,1
KM201334,1tbs-13tbs,"1,000",182,1
KM201334,1tbs-13tbs,"1,000",183,1
KM201334,1tbs-13tbs,"1,000",184,1
KM201334,1tbs-13tbs,"1,000",185,1
KM201334,1tbs-13tbs,"1,000",186,1
KM201334,1tbs-13tbs,"1,000",187,1
KM201334,1tbs-13tbs,"1,000",188,1
KM201334,1tbs-13tbs,"1,000",189,1
KM201334,1tbs-13tbs,"1,000",190,1
KM201334,1tbs-13tbs,"1,000",191,1
KM201334,1tbs-13tbs,"1,000",192,1
KM201334,1tbs-13tbs,"1,000",193,1
KM201334,1tbs-13tbs,"1,000",194,1
KM201334,1tbs-13tbs,"1,000",195,1
KM201334,1tbs-13tbs,"1,000",196,1
KM201334,1tbs-13tbs,"1,000",197,1
KM201334,1tbs-13tbs,"1,000",198,1
KM201334,1tbs-13tbs,"1,000",199,1
KM201334,1tbs-13tbs,"1,000",200,1
KM201334,1tbs-13tbs,"1,000",201,1
KM201334,1tbs-13tbs,"1,000",202,1
KM201334,1tbs-13tbs,"1,000",203,1
KM201334,1tbs-13tbs,"1,000",204,1
KM201334,1tbs-13tbs,"1,000",205,1
KM201334,1tbs-13tbs,"1,000",206,1
KM201334,1tbs-13tbs,"1,000",207,1
KM201334,1tbs-13tbs,"1,000",208,1
KM201334,1tbs-13tbs,"1,000",209,1
KM201334,1tbs-13tbs,"1,000",210,1
KM201334,1tbs-13tbs,"1,000",211,1
KM201334,1tbs-13tbs,"1,000",212,1
KM201334,1tbs-13tbs,"1,000",213,1
KM201334,1tbs-13tbs,"1,000",214,1
KM201334,1tbs-13tbs,"1,000",215,1
KM201334,1tbs-13tbs,"1,000",216,1
KM201334,1tbs-13tbs,"1,000",217,1
KM201334,1tbs-13tbs,"1,000",218,1
KM201334,1tbs-13tbs,"1,000",219,1
KM201334,1tbs-13tbs,"1,000",220,1
KM201334,1tbs-13tbs,"1,000",221,1
KM201334,1tbs-13tbs,"1,000",222,1
KM201334,1tbs-13tbs,"1,000",223,0.846153855
KM201334,1tbs-13tbs,"1,000",224,1
KM201334,1tbs-13tbs,"1,000",225,1
KM201334,1tbs-13tbs,"1,000",226,1
KM201334,1tbs-13tbs,"1,000",227,1
KM201334,1tbs-13tbs,"1,000",228,1
KM201334,1tbs-13tbs,"1,000",229,1
KM201334,1tbs-13tbs,"1,000",230,1
KM201334,1tbs-13tbs,"1,000",231,1
KM201334,1tbs-13tbs,"1,000",232,1
KM201334,1tbs-13tbs,"1,000",233,1
KM201334,1tbs-13tbs,"1,000",234,1
KM201334,1tbs-13tbs,"1,000",235,1
KM201334,1tbs-13tbs,"1,000",236,1
KM201334,1tbs-13tbs,"1,000",237,1
KM201334,1tbs-13tbs,"1,000",238,1
KM201334,1tbs-13tbs,"1,000",239,1
KM201334,1tbs-13tbs,"1,000",240,1
KM201334,1tbs-13tbs,"1,000",241,1
KM201334,1tbs-13tbs,"1,000",242,1
KM201334,1tbs-13tbs,"1,000",243,1
KM201334,1tbs-13tbs,"1,000",244,1
KM201334,1tbs-13tbs,"1,000",245,1
KM201334,1tbs-13tbs,"1,000",246,1
KM201334,1tbs-13tbs,"1,000",247,1
KM201334,1tbs-13tbs,"1,000",248,1
KM201334,1tbs-13tbs,"1,000",249,1
KM201334,1tbs-13tbs,"1,000",250,1
KM201334,1tbs-13tbs,"1,000",251,1
KM201334,1tbs-13tbs,"1,000",252,1
KM201334,1tbs-13tbs,"1,000",253,1
KM201334,1tbs-13tbs,"1,000",254,1
KM201334,1tbs-13tbs,"1,000",255,1
KM201334,1tbs-13tbs,"1,000",256,1
KM201334,1tbs-13tbs,"1,000",257,1
KM201334,1tbs-13tbs,"1,000",258,1
KM201334,1tbs-13tbs,"1,000",259,1
KM201334,1tbs-13tbs,"1,000",260,1
KM201334,1tbs-13tbs,"1,000",261,1
KM201334,1tbs-13tbs,"1,000",262,1
KM201334,1tbs-13tbs,"1,000",263,1
KM201334,1tbs-13tbs,"1,000",264,1
KM201334,1tbs-13tbs,"1,000",265,1
KM201334,1tbs-13tbs,"1,000",266,1
KM201334,1tbs-13tbs,"1,000",267,1
KM201334,1tbs-13tbs,"1,000",268,1
KM201334,1tbs-13tbs,"1,000",269,1
KM201334,1tbs-13tbs,"1,000",270,1
KM201334,1tbs-13tbs,"1,000",271,1
KM201334,1tbs-13tbs,"1,000",272,1
KM201334,1tbs-13tbs,"1,000",273,1
KM201334,1tbs-13tbs,"1,000",274,1
KM201334,1tbs-13tbs,"1,000",275,1
KM201334,1tbs-13tbs,"1,000",276,1
KM201334,1tbs-13tbs,"1,000",277,1
KM201334,1tbs-13tbs,"1,000",278,1
KM201334,1tbs-13tbs,"1,000",279,1
KM201334,1tbs-13tbs,"1,000",280,1
KM201334,1tbs-13tbs,"1,000",281,1
KM201334,1tbs-13tbs,"1,000",282,1
KM201334,1tbs-13tbs,"1,000",283,1
KM201334,1tbs-13tbs,"1,000",284,1
KM201334,1tbs-13tbs,"1,000",285,1
KM201334,1tbs-13tbs,"1,000",286,1
KM201334,1tbs-13tbs,"1,000",287,1
KM201334,1tbs-13tbs,"1,000",288,1
KM201334,1tbs-13tbs,"1,000",289,1
KM201334,1tbs-13tbs,"1,000",290,1
KM201334,1tbs-13tbs,"1,000",291,1
KM201334,1tbs-13tbs,"1,000",292,1
KM201334,1tbs-13tbs,"1,000",293,1
KM201334,1tbs-13tbs,"1,000",294,1
KM201334,1tbs-13tbs,"1,000",295,1
KM201334,1tbs-13tbs,"1,000",296,1
KM201334,1tbs-13tbs,"1,000",297,1
KM201334,1tbs-13tbs,"1,000",298,1
KM201334,1tbs-13tbs,"1,000",299,1
KM201334,1tbs-13tbs,"1,000",300,1
KM201334,1tbs-13tbs,"1,000",301,1
KM201334,1tbs-13tbs,"1,000",302,1
KM201334,1tbs-13tbs,"1,000",303,1
KM201334,1tbs-13tbs,"1,000",304,1
KM201334,1tbs-13tbs,"1,000",305,1
KM201334,1tbs-13tbs,"1,000",306,1
KM201334,1tbs-13tbs,"1,000",307,1
KM201334,1tbs-13tbs,"1,000",308,1
KM201334,1tbs-13tbs,"1,000",309,1
KM201334,1tbs-13tbs,"1,000",310,1
KM201334,1tbs-13tbs,"1,000",311,1
KM201334,1tbs-13tbs,"1,000",312,1
KM201334,1tbs-13tbs,"1,000",313,1
KM201334,1tbs-13tbs,"1,000",314,1
KM201334,1tbs-13tbs,"1,000",315,1
KM201334,1tbs-13tbs,"1,000",316,1
KM201334,1tbs-13tbs,"1,000",317,1
KM201334,1tbs-13tbs,"1,000",318,1
KM201334,1tbs-13tbs,"1,000",319,1
KM201334,1tbs-13tbs,"1,000",320,1
KM201334,1tbs-13tbs,"1,000",321,1
KM201334,1tbs-13tbs,"1,000",322,1
KM201334,1tbs-13tbs,"1,000",323,1
KM201334,1tbs-13tbs,"1,000",324,1
KM201334,1tbs-13tbs,"1,000",325,1
KM201334,1tbs-13tbs,"1,000",326,1
KM201334,1tbs-13tbs,"1,000",327,1
KM201334,1tbs-13tbs,"1,000",328,1
KM201334,1tbs-13tbs,"1,000",329,1
KM201334,1tbs-13tbs,"1,000",330,1
KM201334,1tbs-13tbs,"1,000",331,1
KM201334,1tbs-13tbs,"1,000",332,1
KM201334,1tbs-13tbs,"1,000",333,1
KM201334,1tbs-13tbs,"1,000",334,1
KM201334,1tbs-13tbs,"1,000",335,1
KM201334,1tbs-13tbs,"1,000",336,1
KM201334,1tbs-13tbs,"1,000",337,1
KM201334,1tbs-13tbs,"1,000",338,1
KM201334,1tbs-13tbs,"1,000",339,1
KM201334,1tbs-13tbs,"1,000",340,1
KM201334,1tbs-13tbs,"1,000",341,1
KM201334,1tbs-13tbs,"1,000",342,1
KM201334,1tbs-13tbs,"1,000",343,1
KM201334,1tbs-13tbs,"1,000",344,1
KM201334,1tbs-13tbs,"1,000",345,1
KM201334,1tbs-13tbs,"1,000",346,1
KM201334,1tbs-13tbs,"1,000",347,1
KM201334,1tbs-13tbs,"1,000",348,1
KM201334,1tbs-13tbs,"1,000",349,1
KM201334,1tbs-13tbs,"1,000",350,1
KM201334,1tbs-13tbs,"1,000",352,1
KM201334,1tbs-13tbs,"1,000",353,1
KM201334,1tbs-13tbs,"1,000",354,1
KM201334,1tbs-13tbs,"1,000",355,1
KM201334,1tbs-13tbs,"1,000",356,1
KM201334,1tbs-13tbs,"1,000",357,1
KM201334,1tbs-13tbs,"1,000",358,1
KM201334,1tbs-13tbs,"1,000",359,1
KM201334,1tbs-13tbs,"1,000",360,1
KM201334,1tbs-13tbs,"1,000",361,1
KM201334,1tbs-13tbs,"1,000",362,1
KM201334,1tbs-13tbs,"1,000",363,1
KM201334,1tbs-13tbs,"1,000",364,1
KM201334,1tbs-13tbs,"1,000",365,1
KM201334,1tbs-13tbs,"1,000",366,1
KM201334,1tbs-13tbs,"1,000",367,1
KM201334,1tbs-13tbs,"1,000",368,1
KM201334,1tbs-13tbs,"1,000",369,1
KM201334,1tbs-13tbs,"1,000",370,1
KM201334,1tbs-13tbs,"1,000",371,1
KM201334,1tbs-13tbs,"1,000",372,1
KM201334,1tbs-13tbs,"1,000",373,1
KM201334,1tbs-13tbs,"1,000",374,1
KM201334,1tbs-13tbs,"1,000",375,1
KM201334,1tbs-13tbs,"1,000",376,1
KM201334,1tbs-13tbs,"1,000",377,1
KM201334,1tbs-13tbs,"1,000",378,1
KM201334,1tbs-13tbs,"1,000",379,1
KM201334,1tbs-13tbs,"1,000",380,1
KM201334,1tbs-13tbs,"1,000",381,1
KM201334,1tbs-13tbs,"1,000",382,1
KM201334,1tbs-13tbs,"1,000",383,1
KM201334,1tbs-13tbs,"1,000",384,1
KM201334,1tbs-13tbs,"1,000",385,1
KM201334,1tbs-13tbs,"1,000",386,1
KM201334,1tbs-13tbs,"1,000",387,1
KM201334,1tbs-13tbs,"1,000",388,1
KM201334,1tbs-13tbs,"1,000",389,1
KM201334,1tbs-13tbs,"1,000",390,1
KM201334,1tbs-13tbs,"1,000",391,1
KM201334,1tbs-13tbs,"1,000",392,1
KM201334,1tbs-13tbs,"1,000",393,1
KM201334,1tbs-13tbs,"1,000",394,1
KM201334,1tbs-13tbs,"1,000",395,1
KM201334,1tbs-13tbs,"1,000",396,1
KM201334,1tbs-13tbs,"1,000",397,1
KM201334,1tbs-13tbs,"1,000",398,1
KM201334,1tbs-13tbs,"1,000",399,1
KM201334,1tbs-13tbs,"1,000",400,1
KM201334,1tbs-13tbs,"1,000",401,1
KM201334,1tbs-13tbs,"1,000",402,1
KM201334,1tbs-13tbs,"1,000",403,1
KM201334,1tbs-13tbs,"1,000",404,1
KM201334,1tbs-13tbs,"1,000",405,1
KM201334,1tbs-13tbs,"1,000",406,1
KM201334,1tbs-13tbs,"1,000",407,1
KM201334,1tbs-13tbs,"1,000",408,1
KM201334,1tbs-13tbs,"1,000",409,1
KM201334,1tbs-13tbs,"1,000",410,1
KM201334,1tbs-13tbs,"1,000",411,1
KM201334,1tbs-13tbs,"1,000",412,1
KM201334,1tbs-13tbs,"1,000",413,1
KM201334,1tbs-13tbs,"1,000",414,1
KM201334,1tbs-13tbs,"1,000",415,1
KM201334,1tbs-13tbs,"1,000",416,1
KM201334,1tbs-13tbs,"1,000",417,1
KM201334,1tbs-13tbs,"1,000",418,1
KM201334,1tbs-13tbs,"1,000",419,1
KM201334,1tbs-13tbs,"1,000",420,1
KM201334,1tbs-13tbs,"1,000",421,1
KM201334,1tbs-13tbs,"1,000",422,1
KM201334,1tbs-13tbs,"1,000",423,1
KM201334,1tbs-13tbs,"1,000",424,1
KM201334,1tbs-13tbs,"1,000",425,1
KM201334,1tbs-13tbs,"1,000",426,1
KM201334,1tbs-13tbs,"1,000",427,1
KM201334,1tbs-13tbs,"1,000",428,1
KM201334,1tbs-13tbs,"1,000",429,1
KM201334,1tbs-13tbs,"1,000",430,1
KM201334,1tbs-13tbs,"1,000",431,1
KM201334,1tbs-13tbs,"1,000",432,1
KM201334,1tbs-13tbs,"1,000",433,1
KM201334,1tbs-13tbs,"1,000",434,1
KM201334,1tbs-13tbs,"1,000",435,1
KM201334,1tbs-13tbs,"1,000",436,1
KM201334,1tbs-13tbs,"1,000",437,1
KM201334,1tbs-13tbs,"1,000",438,1
KM201334,1tbs-13tbs,"1,000",439,1
KM201334,1tbs-13tbs,"1,000",440,1
KM201334,1tbs-13tbs,"1,000",441,1
KM201334,1tbs-13tbs,"1,000",442,1
KM201334,1tbs-13tbs,"1,000",443,1
KM201334,1tbs-13tbs,"1,000",444,1
KM201334,1tbs-13tbs,"1,000",445,1
KM201334,1tbs-13tbs,"1,000",446,1
KM201334,1tbs-13tbs,"1,000",447,1
KM201334,1tbs-13tbs,"1,000",448,1
KM201334,1tbs-13tbs,"1,000",449,1
KM201334,1tbs-13tbs,"1,000",450,1
KM201334,1tbs-13tbs,"1,000",451,1
KM201334,1tbs-13tbs,"1,000",452,1
KM201334,1tbs-13tbs,"1,000",453,1
KM201334,1tbs-13tbs,"1,000",454,1
KM201334,1tbs-13tbs,"1,000",455,1
KM201334,1tbs-13tbs,"1,000",456,1
KM201334,1tbs-13tbs,"1,000",457,1
KM201334,1tbs-13tbs,"1,000",458,1
KM201334,1tbs-13tbs,"1,000",459,1
KM201334,1tbs-13tbs,"1,000",460,1
KM201334,1tbs-13tbs,"1,000",461,1
KM201334,1tbs-13tbs,"1,000",462,1
KM201334,1tbs-13tbs,"1,000",463,1
KM201334,1tbs-13tbs,"1,000",464,1
KM201334,1tbs-13tbs,"1,000",465,1
KM201334,1tbs-13tbs,"1,000",466,1
KM201334,1tbs-13tbs,"1,000",467,1
KM201334,1tbs-13tbs,"1,000",468,1
KM201334,1tbs-13tbs,"1,000",469,1
KM201334,1tbs-13tbs,"1,000",470,1
KM201334,1tbs-13tbs,"1,000",471,1
KM201334,1tbs-13tbs,"1,000",472,1
KM201334,1tbs-13tbs,"1,000",473,1
KM201334,1tbs-13tbs,"1,000",474,1
KM201334,1tbs-13tbs,"1,000",475,1
KM201334,1tbs-13tbs,"1,000",476,1
KM201334,1tbs-13tbs,"1,000",477,1
KM201334,1tbs-13tbs,"1,000",478,1
KM201334,1tbs-13tbs,"1,000",479,1
KM201334,1tbs-13tbs,"1,000",480,1
KM201334,1tbs-13tbs,"1,000",481,1
KM201334,1tbs-13tbs,"1,000",482,1
KM201334,1tbs-13tbs,"1,000",483,1
KM201334,1tbs-13tbs,"1,000",484,1
KM201334,1tbs-13tbs,"1,000",485,1
KM201334,1tbs-13tbs,"1,000",486,1
KM201334,1tbs-13tbs,"1,000",487,1
KM201334,1tbs-13tbs,"1,000",488,1
KM201334,1tbs-13tbs,"1,000",489,1
KM201334,1tbs-13tbs,"1,000",490,1
KM201334,1tbs-13tbs,"1,000",491,1
KM201334,1tbs-13tbs,"1,000",492,1
KM201334,1tbs-13tbs,"1,000",493,1
KM201334,1tbs-13tbs,"1,000",494,1
KM201334,1tbs-13tbs,"1,000",495,1
KM201334,1tbs-13tbs,"1,000",496,1
KM201334,1tbs-13tbs,"1,000",497,1
KM201334,1tbs-13tbs,"1,000",498,1
KM201334,1tbs-13tbs,"1,000",499,1
KM201334,1tbs-13tbs,"1,000",500,1
KM201334,1tbs-13tbs,"1,000",501,1
KM201334,1tbs-13tbs,"1,000",502,1
KM201334,1tbs-13tbs,"1,000",503,1
KM201334,1tbs-13tbs,"1,000",504,1
KM201334,1tbs-13tbs,"1,000",505,1
KM201334,1tbs-13tbs,"1,000",506,1
KM201334,1tbs-13tbs,"1,000",507,1
KM201334,1tbs-13tbs,"1,000",508,1
KM201334,1tbs-13tbs,"1,000",509,1
KM201334,1tbs-13tbs,"1,000",510,1
KM201334,1tbs-13tbs,"1,000",511,1
KM201334,1tbs-13tbs,"1,000",512,1
KM201334,1tbs-13tbs,"1,000",513,1
KM201334,1tbs-13tbs,"1,000",514,1
KM201334,1tbs-13tbs,"1,000",515,1
KM201334,1tbs-13tbs,"1,000",516,1
KM201334,1tbs-13tbs,"1,000",517,1
KM201334,1tbs-13tbs,"1,000",518,1
KM201334,1tbs-13tbs,"1,000",519,1
KM201334,1tbs-13tbs,"1,000",520,1
KM201334,1tbs-13tbs,"1,000",521,1
KM201334,1tbs-13tbs,"1,000",522,1
KM201334,1tbs-13tbs,"1,000",523,1
KM201334,1tbs-13tbs,"1,000",524,1
KM201334,1tbs-13tbs,"1,000",525,1
KM201334,1tbs-13tbs,"1,000",526,1
KM201334,1tbs-13tbs,"1,000",527,1
KM201334,1tbs-13tbs,"1,000",528,1
KM201334,1tbs-13tbs,"1,000",529,1
KM201334,1tbs-13tbs,"1,000",530,1
KM201334,1tbs-13tbs,"1,000",531,1
KM201334,1tbs-13tbs,"1,000",532,1
KM201334,1tbs-13tbs,"1,000",533,1
KM201334,1tbs-13tbs,"1,000",534,1
KM201334,1tbs-13tbs,"1,000",535,1
KM201334,1tbs-13tbs,"1,000",536,1
KM201334,1tbs-13tbs,"1,000",537,1
KM201334,1tbs-13tbs,"1,000",538,1
KM201334,1tbs-13tbs,"1,000",539,1
KM201334,1tbs-13tbs,"1,000",540,1
KM201334,1tbs-13tbs,"1,000",541,1
KM201334,1tbs-13tbs,"1,000",542,1
KM201334,1tbs-13tbs,"1,000",543,1
KM201334,1tbs-13tbs,"1,000",544,1
KM201334,1tbs-13tbs,"1,000",545,1
KM201334,1tbs-13tbs,"1,000",546,1
KM201334,1tbs-13tbs,"1,000",547,1
KM201334,1tbs-13tbs,"1,000",548,1
KM201334,1tbs-13tbs,"1,000",549,1
KM201334,1tbs-13tbs,"1,000",550,1
KM201334,1tbs-13tbs,"1,000",551,1
KM201334,1tbs-13tbs,"1,000",552,1
KM201334,1tbs-13tbs,"1,000",553,1
KM201334,1tbs-13tbs,"1,000",554,1
KM201334,1tbs-13tbs,"1,000",555,1
KM201334,1tbs-13tbs,"1,000",556,1
KM201334,1tbs-13tbs,"1,000",557,1
KM201334,1tbs-13tbs,"1,000",558,1
KM201334,1tbs-13tbs,"1,000",559,1
KM201334,1tbs-13tbs,"1,000",560,1
KM201334,1tbs-13tbs,"1,000",561,1
KM201334,1tbs-13tbs,"1,000",562,1
KM201334,1tbs-13tbs,"1,000",563,1
KM201334,1tbs-13tbs,"1,000",564,1
KM201334,1tbs-13tbs,"1,000",565,1
KM201334,1tbs-13tbs,"1,000",566,1
KM201334,1tbs-13tbs,"1,000",567,1
KM201334,1tbs-13tbs,"1,000",568,1
KM201334,1tbs-13tbs,"1,000",569,1
KM201334,1tbs-13tbs,"1,000",570,1
KM201334,1tbs-13tbs,"1,000",571,1
KM201334,1tbs-13tbs,"1,000",572,1
KM201334,1tbs-13tbs,"1,000",573,1
KM201334,1tbs-13tbs,"1,000",574,1
KM201334,1tbs-13tbs,"1,000",575,1
KM201334,1tbs-13tbs,"1,000",576,1
KM201334,1tbs-13tbs,"1,000",577,1
KM201334,1tbs-13tbs,"1,000",578,1
KM201334,1tbs-13tbs,"1,000",579,1
KM201334,1tbs-13tbs,"1,000",580,1
KM201334,1tbs-13tbs,"1,000",581,1
KM201334,1tbs-13tbs,"1,000",582,1
